gene,MCX20,MCX21,p_val,avg_logFC,pct.1,pct.2,p_val_adj,status,gene-name,chromosome,genetic-category,gene-score,syndromic,number-of-reports
MTHFR,0.04692034125826769,0.05659215290913803,0.06902784716345177,-0.00967181165087034,0.014,0.018,1,9,methylenetetrahydrofolate reductase (NAD(P)H),1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,16
MTOR,0.3913378705121003,0.4436618946966769,3.055978864984922e-11,-0.05232402418457649,0.13,0.176,5.326571161668719e-7,9,Mechanistic target of rapamycin (serine/threonine kinase),1,"Rare Single Gene Mutation, Syndromic, Functional",2,1,18
SPEN,0.9671266965323216,0.8658485095960452,0.02343659433103551,0.10127818693627655,0.357,0.363,1,9,spenfamily transcriptional repressor,1,Rare Single Gene Mutation,2,0,7
EPHB2,0.2258602974574877,0.17092272046845572,0.12753038784640036,0.0549375769890319,0.071,0.065,1,9,EPH receptor B2,1,Rare Single Gene Mutation,3,0,4
KAT6A,0.44139442878729707,0.46442714764545034,2.6300174961274173e-5,-0.023032718858153334,0.153,0.185,0.45841204957500886,9,K(lysine) acetyltransferase 6A,8,"Rare Single Gene Mutation, Syndromic",2,1,12
DPYSL2,1.0696479845574747,1.0250805533143494,0.20519117135181666,0.04456743124312501,0.399,0.444,1,9,dihydropyrimidinase like 2,8,"Rare Single Gene Mutation, Genetic Association",2,0,12
MTF1,0.0721090422288905,0.0649283412439064,0.44351434934626804,0.007180700984984217,0.021,0.023,1,9,metal-regulatory transcription factor 1,1,"Syndromic, Genetic Association",3,0,4
GRIK3,0.9037672687300911,0.7101499546764994,6.591076911149686e-16,0.19361731405359162,0.291,0.238,1.1488247056133903e-11,9,glutamate ionotropic receptor kainate type subunit 3,1,"Rare Single Gene Mutation, Genetic Association",3,0,5
AGO3,0.43177038910848126,0.39365086186982784,0.305771331954751,0.03811952723865347,0.143,0.154,1,9,argonaute RISC catalytic component 3,1,Rare Single Gene Mutation,3,0,4
DLGAP3,0.4528827856494822,0.4021332180661216,0.27766006763996226,0.05074956758336058,0.147,0.161,1,9,DLG associated protein 3,1,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,10
TMEM39B,0.19045331748333894,0.20694830066315187,0.0016413279270443882,-0.016494983179812933,0.064,0.079,1,9,transmembrane protein 39B,1,Rare Single Gene Mutation,3,0,4
AHDC1,0.6101717661890272,0.6123106647025388,5.094487750172781e-4,-0.002138898513511567,0.201,0.233,1,9,AT-hook DNA binding motif containing 1,1,"Rare Single Gene Mutation, Syndromic",1,0,11
HIVEP3,1.8004100316947493,1.8071821823023968,0.030767882433628234,-0.006772150607647465,0.699,0.759,1,9,human immunodeficiency virus type I enhancer binding protein 3,1,"Rare Single Gene Mutation, Genetic Association",2,0,6
ARHGAP32,2.111488031104852,2.129056847375253,0.060208094877048944,-0.017568816270400855,0.812,0.869,1,9,Rho GTPase activating protein 32,11,"Rare Single Gene Mutation, Functional",3,0,7
KIRREL3,2.4583192880089,2.3571920303744482,1.3135530347583123e-8,0.10112725763445196,0.822,0.84,2.2895229395837382e-4,9,Kin of IRRE like 3 (Drosophila),11,Rare Single Gene Mutation,2,0,15
MSANTD2,0.07320366294856707,0.09519236410537076,7.503262609554114e-5,-0.02198870115680379,0.023,0.035,1,9,Myb/SANT DNA binding domain containing 2,11,Rare Single Gene Mutation,3,0,1
TECTA,0.010956222705645646,0.012155365712100867,0.024576415145756966,-0.0011991430064551886,0.002,0.005,1,9,tectorin alpha,11,Rare Single Gene Mutation,3,0,7
GRIK4,1.330546001066259,1.2428732556868738,0.022328612360311445,0.0876727453793853,0.499,0.526,1,9,"Glutamate receptor, ionotropic, kainate 4",11,"Rare Single Gene Mutation, Functional",3,0,4
MFRP,0.0020087697898084262,9.945569838985884e-4,0.41689405323360523,0.001014212805909937,0.001,0,1,9,Membrane frizzled-related protein,11,Rare Single Gene Mutation,2,0,6
DIXDC1,0.2531286362985892,0.233212556216821,0.49712205066940446,0.019916080081768178,0.079,0.083,1,9,DIX domain containing 1,11,"Rare Single Gene Mutation, Functional",3,0,4
DRD2,0.5442878246166826,0.6234643645533373,2.487044256736253e-8,-0.07917653993665486,0.172,0.212,4.334918139491289e-4,9,Dopamine receptor D2,11,"Rare Single Gene Mutation, Genetic Association",3,0,6
PAFAH1B2,0.21897897255456356,0.12853238391078928,4.7412005467744596e-8,0.09044658864377428,0.063,0.042,8.263912553027883e-4,9,platelet activating factor acetylhydrolase 1b catalytic subunit 2,11,Rare Single Gene Mutation,3,0,3
CADM1,1.4384489258368358,1.3556715299025697,0.01537067814934897,0.08277739593426614,0.535,0.571,1,9,cell adhesion molecule 1,11,Rare Single Gene Mutation,3,0,9
ZBTB16,0.13461279961570782,0.14597040015773102,0.07516317533519438,-0.011357600542023255,0.035,0.041,1,9,Zinc finger and BTB domain containing 16,11,Genetic Association,3,0,1
KMT2A,0.683995443063402,0.616955734880829,0.8633126642281705,0.06703970818257288,0.241,0.253,1,9,Lysine (K)-specific methyltransferase 2A,11,"Rare Single Gene Mutation, Syndromic",1,0,20
IQGAP3,0.0034646460846520753,0.004813634388677803,0.7898603025122928,-0.0013489883040256733,0.001,0.001,1,9,IQ motif containing GTPase activating protein 3,1,Rare Single Gene Mutation,3,0,4
ASH1L,0.6351510503204408,0.6102545430054248,0.024630690536145396,0.024896507315016025,0.218,0.244,1,9,"Ash1 (absent, small, or homeotic)-like (Drosophila)",1,"Rare Single Gene Mutation, Syndromic",1,0,14
KCNJ10,0.06535349105604568,0.19084527474970384,2.1321393652242923e-32,-0.1254917836936581,0.02,0.062,3.7163189135859416e-28,9,potassium voltage-gated channel subfamily J member 10,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,11
APH1A,0.16180657558173187,0.19440212739783308,2.515092747304516e-5,-0.032595551816101215,0.055,0.074,0.43838066585517715,9,APH1A gamma secretase subunit,1,Rare Single Gene Mutation,2,0,2
SETDB1,0.17194816743662614,0.13753179071658095,0.27341510654649515,0.03441637672004519,0.056,0.053,1,9,"SET domain, bifurcated 1",1,Rare Single Gene Mutation,3,0,3
ILF2,0.5532309975294767,0.4140437064864174,2.0818861795656827e-9,0.13918729104305932,0.193,0.159,3.628727610982985e-5,9,Interleukin enhancer binding factor 2,1,Rare Single Gene Mutation,2,0,4
POGZ,0.39965855396371935,0.45580980982247205,1.9317130631297442e-10,-0.056151255858752636,0.135,0.18,3.366975869035144e-6,9,Pogo transposable element with ZNF domain,1,"Rare Single Gene Mutation, Syndromic",1,0,29
KCND3,1.5805798201120544,1.6743154007047776,1.7418294214496134e-15,-0.09373558059272313,0.604,0.705,3.036008681586676e-11,9,potassium voltage-gated channel subfamily D member 3,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,8
ZC3H11A,0.48265379378268863,0.5710865453476325,6.261198709326888e-18,-0.08843275156494379,0.16,0.227,1.0913269350356765e-13,9,zinc finger CCCH-type containing 11A,1,Rare Single Gene Mutation,3,0,3
RASSF5,0.6754741272623335,0.5458155817284267,9.827726882506908e-4,0.12965854553390688,0.231,0.219,1,9,Ras association domain family member 5,1,"Rare Single Gene Mutation, Genetic Association",3,0,3
TRIM33,0.4289966007579321,0.43681161715287103,2.699062000489813e-4,-0.007815016394938923,0.144,0.172,1,9,Tripartite motif containing 33,1,Genetic Association,3,0,1
KDM5B,0.36045408101647347,0.35624252135599405,6.471106226536045e-4,0.004211559660479369,0.118,0.142,1,9,Lysine (K)-specific demethylase 5B,1,"Rare Single Gene Mutation, Syndromic, Functional",2,0,12
LZTR1,0.2320802384925117,0.24091491832096967,4.0619390954655364e-4,-0.008834679828458036,0.076,0.095,1,9,Leucine-zipper-like transcription regulator 1,22,"Rare Single Gene Mutation, Syndromic",1,0,10
TANC2,1.947342576909241,1.9708421571787853,0.0011934944193996314,-0.02349958026954435,0.761,0.824,1,9,"etratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",17,Rare Single Gene Mutation,1,0,6
ACE,0.03416848654572212,0.03671866844153466,0.1886915916190746,-0.0025501818958125963,0.011,0.013,1,9,angiotensin I converting enzyme,17,"Rare Single Gene Mutation, Genetic Association",3,0,3
SLC25A39,0.06644929244349279,0.10013755212997115,3.974490422369292e-10,-0.033688259686478234,0.018,0.037,6.927536806189676e-6,9,solute carrier family 25 member 39,17,Rare Single Gene Mutation,3,0,3
SLC35B1,0.41585516865528127,0.4084986563602125,0.06223247767763482,0.007356512295068729,0.137,0.153,1,9,solute carrier family 35 member B1,17,Genetic Association,2,0,1
PHB,0.2897899475910868,0.26035379123960356,0.10024012593583002,0.02943615635148339,0.084,0.094,1,9,prohibitin,17,Genetic Association,2,0,1
TTC25,0.013688974861744576,0.008198923719700948,0.5607908288541532,0.005490051142043541,0.004,0.003,1,9,tetratricopeptide repeat domain 25,17,Genetic Association,3,0,1
NR1D1,0.014411213379336941,0.018734492565053284,0.07605576676297689,-0.004323279185716407,0.005,0.007,1,9,nuclear receptor subfamily 1 group D member 1,17,Rare Single Gene Mutation,3,0,3
THRA,0.06488408097611695,0.0839891237974334,3.4311369649471064e-5,-0.01910504282131656,0.019,0.031,0.5980471729902807,9,thyroid hormone receptor alpha,17,"Rare Single Gene Mutation, Functional",3,0,4
PPP1R1B,1.1759048188125611,1.2259598106657938,6.362608633925764e-9,-0.0500549918532327,0.436,0.525,1.1090026848932607e-4,9,"Protein phosphatase 1, regulatory (inhibitor) subunit 1B",17,Genetic Association,3,0,1
TLK2,0.2908227507412942,0.3029585152701731,1.1922817743876366e-5,-0.012135764528878878,0.096,0.122,0.20781471327576506,9,tousled-like kinase 2,17,"Rare Single Gene Mutation, Syndromic",1,0,13
ITGB3,0.01706569049698663,0.021264902567412806,0.02219407779049985,-0.004199212070426173,0.005,0.008,1,9,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",17,"Rare Single Gene Mutation, Genetic Association",2,0,15
SCN4A,0.0013001133119928106,0.0011778027241706925,0.4117279526450341,1.2231058782207122e-4,0,0.001,1,9,"Sodium channel, voltage gated, type IV alpha subunit",17,Rare Single Gene Mutation,3,0,4
KDM4B,0.5086282209922293,0.5153678369402239,1.5045847312657835e-4,-0.006739615947994659,0.177,0.21,1,9,lysine demethylase 4B,19,"Rare Single Gene Mutation, Functional",3,0,3
ABCA7,0.07118670305056325,0.08148474915697264,0.034939786297751387,-0.010298046106409414,0.023,0.029,1,9,"ATP-binding cassette, sub-family A (ABC1), member 7",19,Rare Single Gene Mutation,3,0,3
MYO9B,0.3475386202275828,0.3461548500399111,0.07828948134143353,0.0013837701876716624,0.117,0.129,1,9,Myosin IXB,19,Rare Single Gene Mutation,2,0,4
MBD3,0.1970007162323655,0.21996393923543756,1.1622774569749379e-5,-0.02296322300307188,0.062,0.083,0.20258496075073168,9,methyl-CpG binding domain protein 3,19,Rare Single Gene Mutation,3,0,4
UNC13A,0.3184105224884015,0.2997466077168102,0.04911188431885491,0.018663914771591295,0.101,0.114,1,9,unc-13 homolog A,19,"Rare Single Gene Mutation, Syndromic",3,1,6
KATNAL2,0.29553657922943066,0.4591414932331517,3.692090267275243e-37,-0.16360491400372096,0.099,0.178,6.435313335860748e-33,9,Katanin p60 subunit A-like 2,18,Rare Single Gene Mutation,1,0,11
SMAD4,0.03940633078153772,0.07552803984249637,1.2222148158279257e-10,-0.03612170906095844,0.011,0.027,2.1303204239880743e-6,9,SMAD family member 4,18,Rare Single Gene Mutation,2,0,4
TCF4,0.16093251374106426,0.2276448104131986,7.158031480401423e-11,-0.06671229667213435,0.053,0.082,1.247644887033968e-6,9,Transcription factor 4,18,"Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,44
PSD3,1.455186313695265,1.45137740560068,8.534066410271417e-4,0.003808908094584895,0.541,0.617,1,9,pleckstrin and Sec7 domain containing 3,8,"Rare Single Gene Mutation, Genetic Association",3,0,5
RNF38,0.5782819915788171,0.6186821120057677,3.086352014968184e-7,-0.040400120426950625,0.2,0.245,0.005379511562089544,9,ring finger protein 38,9,Rare Single Gene Mutation,3,0,2
GDA,0.36115793501243565,0.4493749770265362,7.091037749085099e-16,-0.08821704201410052,0.107,0.157,1.2359678796655328e-11,9,guanine deaminase,9,"Rare Single Gene Mutation, Genetic Association",3,0,2
ANXA1,2.2202131851084726e-4,0.0010934127380677215,0.1782577496842729,-8.713914195568927e-4,0,0.001,1,9,Annexin A1,9,Rare Single Gene Mutation,2,0,2
NR2F1,0.35990572063156856,0.3313410746764516,0.8879931609896591,0.028564645955116985,0.097,0.097,1,9,nuclear receptor subfamily 2 group F member 1,5,"Rare Single Gene Mutation, Syndromic",3,1,12
MEF2C,1.6767901769078442,1.5887184564836034,6.4007453900891495e-6,0.08807172042424072,0.61,0.623,0.11156499214925387,9,myocyte enhancer factor 2C,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",3,1,34
ZNF462,0.9705095156486899,1.0035256587212353,2.2556052941854224e-5,-0.03301614307254541,0.339,0.394,0.3931520027765191,9,Zinc finger protein 462,9,"Rare Single Gene Mutation, Syndromic",1,0,9
MEGF10,0.141351311796222,0.16275615569778049,0.1607474818367647,-0.02140484390155853,0.038,0.043,1,9,multiple EGF like domains 10,5,"Rare Single Gene Mutation, Genetic Association",3,0,6
CAMK4,2.345052754062727,2.309360953181929,0.051217719889956,0.03569180088079804,0.841,0.876,1,9,Calcium/calmodulin-dependent protein kinase IV,5,Genetic Association,3,0,1
CHD1,0.8377943548825074,0.8413552306762996,2.9500414833002857e-4,-0.003560875793792384,0.31,0.359,1,9,chromodomain helicase DNA binding protein 1,5,Rare Single Gene Mutation,3,1,4
ELAVL2,2.180749923910721,2.411296282385662,9.132054445502961e-94,-0.2305463584749412,0.812,0.901,1.591717089851166e-89,9,ELAV like neuron-specific RNA binding protein 2,9,"Rare Single Gene Mutation, Genetic Association, Functional",3,0,5
SETBP1,2.206561083925753,2.2245780807904167,0.2059174987549536,-0.01801699686466396,0.808,0.855,1,9,SET binding protein 1,18,"Rare Single Gene Mutation, Syndromic",1,0,13
RIT2,0.4293172918201414,0.5287805149318591,1.348519643356697e-10,-0.09946322311171768,0.095,0.132,2.350469738370723e-6,9,Ras-like without CAAX 2,18,Genetic Association,3,0,3
CELF4,3.3930942453894453,3.485826895060163,1.65907837511419e-10,-0.09273264967071793,0.921,0.942,2.891773607824033e-6,9,"CUGBP, Elav-like family member 4",18,"Rare Single Gene Mutation, Functional",2,0,10
TAF1C,0.07192557836708455,0.08462090977864638,0.0013330388580609284,-0.012695331411561789,0.022,0.031,1,9,"TATA-box binding protein associated factor, RNA polymerase I subunit C",16,"Rare Single Gene Mutation, Genetic Association",3,0,2
NIPBL,1.095379141517487,1.10356708341704,0.003052987598144873,-0.008187941899552964,0.417,0.475,1,9,Nipped-B homolog (Drosophila),5,"Rare Single Gene Mutation, Syndromic",1,0,13
ERBIN,1.1916205278492489,1.1767401031837963,0.05564849772157723,0.014880424665452585,0.451,0.505,1,9,erbb2 interacting protein,5,Rare Single Gene Mutation,2,0,6
NTRK2,2.4183638967809653,2.432460048877312,0.7730484377260903,-0.014096152096346515,0.853,0.889,1,9,neurotrophic receptor tyrosine kinase 2,9,Syndromic,NA,1,3
PRUNE2,1.4974177526922487,1.5175481940817013,0.030208677340023263,-0.020130441389452303,0.592,0.658,1,9,prune homolog 2,9,"Rare Single Gene Mutation, Syndromic",3,0,7
HOMER1,1.0166889220805053,1.0889308423663213,3.5269254546631484e-11,-0.07224192028581622,0.385,0.468,6.147431067477867e-7,9,Homer homolog 1 (Drosophila),5,"Rare Single Gene Mutation, Functional",3,0,5
DOCK8,0.020454007548949254,0.007255538467238565,0.01619279317679028,0.013198469081710653,0.005,0.002,1,9,dedicator of cytokinesis 8,9,Rare Single Gene Mutation,2,0,9
KANK1,0.1696225472100961,0.14861182703352308,0.491781056920171,0.02101072017657296,0.038,0.04,1,9,KN motif and ankyrin repeat domains 1,9,Rare Single Gene Mutation,3,0,9
RFX3,1.3047764295079314,1.3921857330068093,2.2456921423212742e-14,-0.08740930349887788,0.51,0.61,3.914241404065981e-10,9,regulatory factor X3,9,Rare Single Gene Mutation,1,0,5
SLC1A1,0.46115885051601385,0.532759962152206,1.2031288184370092e-14,-0.07160111163619204,0.156,0.214,2.0970535305357072e-10,9,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",9,"Rare Single Gene Mutation, Genetic Association",3,0,12
MLANA,0.048655475442475934,0.05195430000558603,0.3790905687341643,-0.0032988245631102656,0.015,0.017,1,9,melan-A,9,Rare Single Gene Mutation,3,0,3
KDM4C,1.3467922580516876,1.4397624519759689,2.6260929286816126e-15,-0.0929701939242813,0.522,0.623,4.5772799746920506e-11,9,lysine demethylase 4C,9,Rare Single Gene Mutation,2,0,1
NFIB,0.723657197257497,0.7874406788485603,0.022163910227855528,-0.0637834815910635,0.157,0.172,1,9,nuclear factor I B,9,"Rare Single Gene Mutation, Syndromic",3,1,4
SLC24A2,0.4720419798622856,0.6030883676241621,5.122682573693e-28,-0.13104638776187655,0.142,0.222,8.928835725946899e-24,9,solute carrier family 24 member 2,9,Rare Single Gene Mutation,3,0,3
SMARCC2,0.007181301927827831,0.004735489819651912,0.7123118849474066,0.002445812108175855,0.002,0.002,1,9,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",12,"Rare Single Gene Mutation, Syndromic, Functional",1,0,11
LRP1,0.5010947418478873,0.45011041943063296,0.5090800877004438,0.05098432241725431,0.169,0.18,1,9,LDL receptor related protein 1,12,Rare Single Gene Mutation,2,0,3
WNT1,0.0016413051432035625,0.002966290424473911,0.13005001059208549,-0.0013249852812704781,0,0.001,1,9,"Wingless-type MMTV integration site family, member 1",12,Genetic Association,3,0,3
NACC1,0.0032167951573941213,0.001171124160684405,0.4826724892329635,0.002045670996709655,0.001,0,1,9,nucleus accumbens associated 1,19,"Rare Single Gene Mutation, Syndromic",3,1,6
ELAVL3,0.16817771411996313,0.161642738754137,0.14067296452401154,0.006534975365826229,0.049,0.055,1,9,ELAV like neuron-specific RNA binding protein 3,19,Rare Single Gene Mutation,2,0,3
BRD4,0.5438596976052393,0.48060814236710814,0.8518067410404482,0.06325155523813114,0.186,0.192,1,9,bromodomain containing 4,19,"Rare Single Gene Mutation, Syndromic",3,0,4
MECP2,0.002206582044531499,0.0014092037390970565,0.7431803911521965,7.973783054345152e-4,0.001,0.001,1,9,Methyl CpG binding protein 2,X,"Rare Single Gene Mutation, Syndromic, Functional",1,0,80
AGAP2,0.08163357354930158,0.09624501325218045,0.005606792074130722,-0.014611439702878828,0.027,0.036,1,9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",12,Rare Single Gene Mutation,2,0,4
LEP,0.009236479846046183,0.028028117763038932,4.6505321015507675e-7,-0.018791637916992822,0.003,0.011,0.008105877453002988,9,Leptin,7,Rare Single Gene Mutation,3,0,1
SND1,0.16834672038352821,0.23042738229756596,2.2504718114164747e-13,-0.06208066191403777,0.053,0.087,3.922572367298915e-9,9,staphylococcal nuclease and tudor domain containing 1,7,"Rare Single Gene Mutation, Genetic Association",3,0,8
LRRC4,0.009588270836175606,0.007258611324017615,0.417628706558603,0.0023296595121579102,0.003,0.002,1,9,leucine rich repeat containing 4,7,"Rare Single Gene Mutation, Functional",3,0,3
SBF1,0.015437421848433462,0.01227134139016448,0.6326760767549144,0.003166080458268862,0.005,0.005,1,9,SET binding factor 1,22,Rare Single Gene Mutation,2,0,9
CHD3,0.2773172772858725,0.2445006705232646,0.704011463268204,0.032816606762607975,0.089,0.088,1,9,chromodomain helicase DNA binding protein 3,17,"Rare Single Gene Mutation, Syndromic",1,0,5
ACHE,0.30048041891847077,0.07608173624710025,8.691902184280898e-61,0.22439868267137042,0.095,0.027,1.5149985507201604e-56,9,Acetylcholinesterase (Yt blood group),7,Rare Single Gene Mutation,2,0,4
NLGN2,0.011138530131958039,0.0099338547745987,0.7774791582580614,0.0012046753573592781,0.004,0.003,1,9,Neuroligin 2,17,"Rare Single Gene Mutation, Functional",1,0,8
ATP1A3,0.19249257309341794,0.2768808423454434,3.640108852663528e-20,-0.08438826925202547,0.062,0.109,6.34470973019253e-16,9,ATPase Na+/K+ transporting subunit alpha 3,19,"Rare Single Gene Mutation, Syndromic, Functional",3,1,13
ETFB,0.1188215460145404,0.2032376790336032,3.2589248690045948e-21,-0.08441613301906278,0.035,0.074,5.680306046675009e-17,9,"Electron-transfer-flavoprotein, beta polypeptide",19,Rare Single Gene Mutation,2,0,3
SYNGAP1,0.15904039765968075,0.1562596255869898,0.051670384692966795,0.002780772072690979,0.05,0.058,1,9,synaptic Ras GTPase activating protein 1,6,"Rare Single Gene Mutation, Syndromic",1,0,53
